condition,true_class,magnitude,sequence_replicate,evidence_budget,estimated_p_pass,estimated_p_fail_A,estimated_p_fail_C,estimated_p_fail_S,reference_p_fail_A,reference_p_fail_C,reference_p_fail_S,marginal_mae,joint_total_variation,joint_js_divergence
process_disturbance_2.90,process_disturbance,2.9,43,20,0.9,0.1,0.0,0.05,0.04,0.0,0.02,0.030000000000000002,0.05999999999999997,0.010279759564375292
process_disturbance_2.90,process_disturbance,2.9,44,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,44,10,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,44,20,0.9,0.1,0.0,0.05,0.04,0.0,0.02,0.030000000000000002,0.05999999999999997,0.010279759564375292
process_disturbance_2.90,process_disturbance,2.9,45,5,0.8,0.2,0.0,0.2,0.04,0.0,0.02,0.11333333333333334,0.17999999999999997,0.07690874533891187
process_disturbance_2.90,process_disturbance,2.9,45,10,0.9,0.1,0.0,0.1,0.04,0.0,0.02,0.04666666666666667,0.07999999999999997,0.031696854065138204
process_disturbance_2.90,process_disturbance,2.9,45,20,0.95,0.05,0.0,0.05,0.04,0.0,0.02,0.013333333333333334,0.030000000000000006,0.014809663629383109
process_disturbance_2.90,process_disturbance,2.9,46,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,46,10,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,46,20,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,47,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,47,10,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,47,20,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,48,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,48,10,0.9,0.1,0.0,0.1,0.04,0.0,0.02,0.04666666666666667,0.07999999999999997,0.031696854065138204
process_disturbance_2.90,process_disturbance,2.9,48,20,0.95,0.05,0.0,0.05,0.04,0.0,0.02,0.013333333333333334,0.030000000000000006,0.014809663629383109
process_disturbance_2.90,process_disturbance,2.9,49,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,49,10,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,49,20,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,50,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,50,10,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,50,20,0.9,0.1,0.0,0.05,0.04,0.0,0.02,0.030000000000000002,0.05999999999999997,0.010279759564375292
process_disturbance_2.90,process_disturbance,2.9,51,5,0.8,0.2,0.0,0.2,0.04,0.0,0.02,0.11333333333333334,0.17999999999999997,0.07690874533891187
process_disturbance_2.90,process_disturbance,2.9,51,10,0.8,0.2,0.0,0.1,0.04,0.0,0.02,0.08,0.15999999999999998,0.0472507233024758
process_disturbance_2.90,process_disturbance,2.9,51,20,0.9,0.1,0.0,0.05,0.04,0.0,0.02,0.030000000000000002,0.05999999999999997,0.010279759564375292
process_disturbance_2.90,process_disturbance,2.9,52,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,52,10,0.9,0.1,0.0,0.0,0.04,0.0,0.02,0.02666666666666667,0.07999999999999997,0.031696854065138204
process_disturbance_2.90,process_disturbance,2.9,52,20,0.9,0.1,0.0,0.05,0.04,0.0,0.02,0.030000000000000002,0.05999999999999997,0.010279759564375292
process_disturbance_2.90,process_disturbance,2.9,53,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,53,10,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,53,20,0.95,0.05,0.0,0.05,0.04,0.0,0.02,0.013333333333333334,0.030000000000000006,0.014809663629383109
process_disturbance_2.90,process_disturbance,2.9,54,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,54,10,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,54,20,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,55,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,55,10,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,55,20,0.95,0.05,0.0,0.0,0.04,0.0,0.02,0.01,0.030000000000000006,0.014809663629383109
process_disturbance_2.90,process_disturbance,2.9,56,5,0.8,0.2,0.0,0.0,0.04,0.0,0.02,0.06,0.18,0.07690874533891187
process_disturbance_2.90,process_disturbance,2.9,56,10,0.9,0.1,0.0,0.0,0.04,0.0,0.02,0.02666666666666667,0.07999999999999997,0.031696854065138204
process_disturbance_2.90,process_disturbance,2.9,56,20,0.9,0.1,0.0,0.05,0.04,0.0,0.02,0.030000000000000002,0.05999999999999997,0.010279759564375292
process_disturbance_2.90,process_disturbance,2.9,57,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,57,10,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,57,20,0.9,0.1,0.0,0.05,0.04,0.0,0.02,0.030000000000000002,0.05999999999999997,0.010279759564375292
process_disturbance_2.90,process_disturbance,2.9,58,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,58,10,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,58,20,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,59,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,59,10,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,59,20,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,60,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,60,10,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,60,20,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,61,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,61,10,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,61,20,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,62,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,62,10,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,62,20,0.95,0.05,0.0,0.05,0.04,0.0,0.02,0.013333333333333334,0.030000000000000006,0.014809663629383109
process_disturbance_2.90,process_disturbance,2.9,63,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,63,10,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,63,20,0.95,0.05,0.0,0.0,0.04,0.0,0.02,0.01,0.030000000000000006,0.014809663629383109
process_disturbance_2.90,process_disturbance,2.9,64,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,64,10,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,64,20,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,65,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,65,10,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,65,20,0.95,0.05,0.0,0.05,0.04,0.0,0.02,0.013333333333333334,0.030000000000000006,0.014809663629383109
process_disturbance_2.90,process_disturbance,2.9,66,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,66,10,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,66,20,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,67,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,67,10,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,67,20,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,68,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,68,10,0.8,0.2,0.0,0.1,0.04,0.0,0.02,0.08,0.15999999999999998,0.0472507233024758
process_disturbance_2.90,process_disturbance,2.9,68,20,0.9,0.1,0.0,0.05,0.04,0.0,0.02,0.030000000000000002,0.05999999999999997,0.010279759564375292
process_disturbance_2.90,process_disturbance,2.9,69,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,69,10,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,69,20,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,70,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,70,10,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,70,20,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,71,5,0.8,0.2,0.0,0.2,0.04,0.0,0.02,0.11333333333333334,0.17999999999999997,0.07690874533891187
process_disturbance_2.90,process_disturbance,2.9,71,10,0.9,0.1,0.0,0.1,0.04,0.0,0.02,0.04666666666666667,0.07999999999999997,0.031696854065138204
process_disturbance_2.90,process_disturbance,2.9,71,20,0.95,0.05,0.0,0.05,0.04,0.0,0.02,0.013333333333333334,0.030000000000000006,0.014809663629383109
process_disturbance_2.90,process_disturbance,2.9,72,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,72,10,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,72,20,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,73,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,73,10,0.9,0.1,0.0,0.0,0.04,0.0,0.02,0.02666666666666667,0.07999999999999997,0.031696854065138204
process_disturbance_2.90,process_disturbance,2.9,73,20,0.95,0.05,0.0,0.0,0.04,0.0,0.02,0.01,0.030000000000000006,0.014809663629383109
process_disturbance_2.90,process_disturbance,2.9,74,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,74,10,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,74,20,0.95,0.05,0.0,0.0,0.04,0.0,0.02,0.01,0.030000000000000006,0.014809663629383109
process_disturbance_2.90,process_disturbance,2.9,75,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,75,10,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,75,20,0.95,0.05,0.0,0.0,0.04,0.0,0.02,0.01,0.030000000000000006,0.014809663629383109
process_disturbance_2.90,process_disturbance,2.9,76,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,76,10,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,76,20,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,77,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,77,10,0.9,0.1,0.0,0.1,0.04,0.0,0.02,0.04666666666666667,0.07999999999999997,0.031696854065138204
process_disturbance_2.90,process_disturbance,2.9,77,20,0.95,0.05,0.0,0.05,0.04,0.0,0.02,0.013333333333333334,0.030000000000000006,0.014809663629383109
process_disturbance_2.90,process_disturbance,2.9,78,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,78,10,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,78,20,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,79,5,0.8,0.2,0.0,0.2,0.04,0.0,0.02,0.11333333333333334,0.17999999999999997,0.07690874533891187
process_disturbance_2.90,process_disturbance,2.9,79,10,0.9,0.1,0.0,0.1,0.04,0.0,0.02,0.04666666666666667,0.07999999999999997,0.031696854065138204
process_disturbance_2.90,process_disturbance,2.9,79,20,0.95,0.05,0.0,0.05,0.04,0.0,0.02,0.013333333333333334,0.030000000000000006,0.014809663629383109
process_disturbance_2.90,process_disturbance,2.9,80,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,80,10,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,80,20,0.95,0.05,0.0,0.05,0.04,0.0,0.02,0.013333333333333334,0.030000000000000006,0.014809663629383109
process_disturbance_2.90,process_disturbance,2.9,81,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,81,10,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,81,20,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,82,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,82,10,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,82,20,0.95,0.05,0.0,0.0,0.04,0.0,0.02,0.01,0.030000000000000006,0.014809663629383109
process_disturbance_2.90,process_disturbance,2.9,83,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,83,10,0.9,0.1,0.0,0.1,0.04,0.0,0.02,0.04666666666666667,0.07999999999999997,0.031696854065138204
process_disturbance_2.90,process_disturbance,2.9,83,20,0.95,0.05,0.0,0.05,0.04,0.0,0.02,0.013333333333333334,0.030000000000000006,0.014809663629383109
process_disturbance_2.90,process_disturbance,2.9,84,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,84,10,0.9,0.1,0.0,0.1,0.04,0.0,0.02,0.04666666666666667,0.07999999999999997,0.031696854065138204
process_disturbance_2.90,process_disturbance,2.9,84,20,0.95,0.05,0.0,0.05,0.04,0.0,0.02,0.013333333333333334,0.030000000000000006,0.014809663629383109
process_disturbance_2.90,process_disturbance,2.9,85,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,85,10,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,85,20,0.95,0.05,0.0,0.05,0.04,0.0,0.02,0.013333333333333334,0.030000000000000006,0.014809663629383109
process_disturbance_2.90,process_disturbance,2.9,86,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,86,10,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,86,20,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,87,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,87,10,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,87,20,0.95,0.05,0.0,0.05,0.04,0.0,0.02,0.013333333333333334,0.030000000000000006,0.014809663629383109
process_disturbance_2.90,process_disturbance,2.9,88,5,0.8,0.2,0.0,0.0,0.04,0.0,0.02,0.06,0.18,0.07690874533891187
process_disturbance_2.90,process_disturbance,2.9,88,10,0.9,0.1,0.0,0.0,0.04,0.0,0.02,0.02666666666666667,0.07999999999999997,0.031696854065138204
process_disturbance_2.90,process_disturbance,2.9,88,20,0.9,0.1,0.0,0.05,0.04,0.0,0.02,0.030000000000000002,0.05999999999999997,0.010279759564375292
process_disturbance_2.90,process_disturbance,2.9,89,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,89,10,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,89,20,0.95,0.05,0.0,0.05,0.04,0.0,0.02,0.013333333333333334,0.030000000000000006,0.014809663629383109
process_disturbance_2.90,process_disturbance,2.9,90,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,90,10,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,90,20,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,91,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,91,10,0.9,0.1,0.0,0.0,0.04,0.0,0.02,0.02666666666666667,0.07999999999999997,0.031696854065138204
process_disturbance_2.90,process_disturbance,2.9,91,20,0.95,0.05,0.0,0.0,0.04,0.0,0.02,0.01,0.030000000000000006,0.014809663629383109
process_disturbance_2.90,process_disturbance,2.9,92,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,92,10,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,92,20,0.9,0.1,0.0,0.05,0.04,0.0,0.02,0.030000000000000002,0.05999999999999997,0.010279759564375292
process_disturbance_2.90,process_disturbance,2.9,93,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,93,10,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,93,20,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,94,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,94,10,0.9,0.1,0.0,0.1,0.04,0.0,0.02,0.04666666666666667,0.07999999999999997,0.031696854065138204
process_disturbance_2.90,process_disturbance,2.9,94,20,0.95,0.05,0.0,0.05,0.04,0.0,0.02,0.013333333333333334,0.030000000000000006,0.014809663629383109
process_disturbance_2.90,process_disturbance,2.9,95,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,95,10,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,95,20,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,96,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,96,10,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,96,20,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,97,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,97,10,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,97,20,0.95,0.05,0.0,0.05,0.04,0.0,0.02,0.013333333333333334,0.030000000000000006,0.014809663629383109
process_disturbance_2.90,process_disturbance,2.9,98,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,98,10,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,98,20,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,99,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,99,10,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,99,20,0.95,0.05,0.0,0.05,0.04,0.0,0.02,0.013333333333333334,0.030000000000000006,0.014809663629383109
process_disturbance_2.90,process_disturbance,2.9,100,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,100,10,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,100,20,0.9,0.1,0.0,0.05,0.04,0.0,0.02,0.030000000000000002,0.05999999999999997,0.010279759564375292
process_disturbance_2.90,process_disturbance,2.9,101,5,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,101,10,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,101,20,1.0,0.0,0.0,0.0,0.04,0.0,0.02,0.02,0.04000000000000002,0.020294448000613266
process_disturbance_2.90,process_disturbance,2.9,102,5,0.8,0.2,0.0,0.2,0.04,0.0,0.02,0.11333333333333334,0.17999999999999997,0.07690874533891187
process_disturbance_2.90,process_disturbance,2.9,102,10,0.9,0.1,0.0,0.1,0.04,0.0,0.02,0.04666666666666667,0.07999999999999997,0.031696854065138204
process_disturbance_2.90,process_disturbance,2.9,102,20,0.95,0.05,0.0,0.05,0.04,0.0,0.02,0.013333333333333334,0.030000000000000006,0.014809663629383109
process_disturbance_2.90,process_disturbance,2.9,103,5,0.8,0.2,0.0,0.2,0.04,0.0,0.02,0.11333333333333334,0.17999999999999997,0.07690874533891187
