generation_seed,test_index,current_distance_k1,current_distance_k2,current_distance_k3,current_max_pairwise_difference,shared_distance_k1,shared_distance_k2,shared_distance_k3,shared_max_pairwise_difference
44011,57,2.1598534639245743,2.1598534639245743,2.1598534639245743,0.0,2.1598534639245743,2.1598534639245743,2.1598534639245743,0.0
44011,58,2.7483485953561497,2.7483485953561497,2.7483485953561497,0.0,2.7483485953561493,2.7483485953561493,2.7483485953561493,0.0
44011,59,3.8930692764855737,3.8930692764855737,3.8930692764855737,0.0,3.8930692764855728,3.8930692764855728,3.8930692764855728,0.0
44011,60,3.935143670652978,3.935143670652978,3.935143670652978,0.0,3.935143670652978,3.935143670652978,3.935143670652978,0.0
44011,61,3.457337575450777,3.457337575450777,3.457337575450777,0.0,3.4573375754507767,3.4573375754507767,3.4573375754507767,0.0
44011,62,2.6287621914752632,2.6287621914752632,2.6287621914752632,0.0,2.6287621914752632,2.6287621914752632,2.6287621914752632,0.0
44011,63,1.8033398163825993,1.8033398163825993,1.8033398163825993,0.0,1.8033398163825993,1.8033398163825993,1.8033398163825993,0.0
44011,64,2.2472320109235726,2.2472320109235726,2.2472320109235726,0.0,2.2472320109235717,2.2472320109235717,2.2472320109235717,0.0
44011,65,4.114831723992541,4.114831723992541,4.114831723992541,0.0,4.11483172399254,4.11483172399254,4.11483172399254,0.0
44011,66,3.3436400755799243,3.3436400755799243,3.3436400755799243,0.0,3.3436400755799225,3.3436400755799225,3.3436400755799225,0.0
44011,67,4.09269945685808,4.09269945685808,4.09269945685808,0.0,4.09269945685808,4.09269945685808,4.09269945685808,0.0
44011,68,14.927387930293236,14.927387930293236,14.927387930293236,0.0,14.927387930293232,14.927387930293232,14.927387930293232,0.0
44011,69,16.306214874885857,16.306214874885857,16.306214874885857,0.0,16.306214874885853,16.306214874885853,16.306214874885853,0.0
44011,70,11.637848488981493,11.637848488981493,11.637848488981493,0.0,11.637848488981492,11.637848488981492,11.637848488981492,0.0
44011,71,14.186322240908883,14.186322240908883,14.186322240908883,0.0,14.186322240908883,14.186322240908883,14.186322240908883,0.0
44011,72,11.277415503917481,11.277415503917481,11.277415503917481,0.0,11.277415503917481,11.277415503917481,11.277415503917481,0.0
44011,73,13.816608794448788,13.816608794448788,13.816608794448788,0.0,13.816608794448788,13.816608794448788,13.816608794448788,0.0
44011,74,11.632879515192688,11.632879515192688,11.632879515192688,0.0,11.632879515192688,11.632879515192688,11.632879515192688,0.0
44011,75,16.045946534507813,16.045946534507813,16.045946534507813,0.0,16.045946534507813,16.045946534507813,16.045946534507813,0.0
44031,0,2.976978551201887,2.976978551201887,2.976978551201887,0.0,2.976978551201887,2.976978551201887,2.976978551201887,0.0
44031,1,2.403635064725788,2.403635064725788,2.403635064725788,0.0,2.403635064725788,2.403635064725788,2.403635064725788,0.0
44031,2,1.80298308182171,1.80298308182171,1.80298308182171,0.0,1.8029830818217096,1.8029830818217096,1.8029830818217096,0.0
44031,3,3.1773607929870407,3.1773607929870407,3.1773607929870407,0.0,3.1773607929870407,3.1773607929870407,3.1773607929870407,0.0
44031,4,2.3917337812364576,2.3917337812364576,2.3917337812364576,0.0,2.3917337812364576,2.3917337812364576,2.3917337812364576,0.0
44031,5,2.8241312236144287,2.8241312236144287,2.8241312236144287,0.0,2.8241312236144287,2.8241312236144287,2.8241312236144287,0.0
