regime,seed,mean_innovation,std_innovation,mean_absolute_innovation,mean_nis,std_nis,fraction_nis_above_1,fraction_nis_above_3,max_nis,longest_nis_run_above_1,innovation_lag1_autocorrelation
measurement_noise,66,0.1990265582489882,1.1859716394133344,0.9484070189542526,1.130576158014014,1.74253753069689,0.33,0.09,9.645085380441168,4,0.025865441289389213
measurement_noise,67,0.18346416704294569,1.212959953969615,0.969488108991981,1.1699323298149273,1.6260752779836307,0.39,0.11,7.637514605897435,5,0.14489582443242477
measurement_noise,68,0.18524198157258684,1.2541054362584916,1.0400118107274643,1.2445387838229143,1.3941047166709561,0.45,0.12,6.805529475753039,5,0.08513485491016623
measurement_noise,69,0.13971896125900277,1.2931078074393425,1.0978289679629647,1.3048841934617814,1.4359820880097414,0.43,0.14,6.894859479131294,5,0.12754917560129997
measurement_noise,70,0.17761646782853016,1.152393549482967,0.8838602182368105,1.0521203761243099,1.6787093916115914,0.31,0.09,10.452079765835991,4,0.3150659830444266
measurement_noise,71,0.24341119812808587,1.3030535225433664,1.0654590521746394,1.3200703518601504,1.7152148627338208,0.39,0.13,7.901279048449567,5,0.30020239625225414
measurement_noise,72,0.17191641305517313,1.3309463535853816,1.0516870468336421,1.3560814780605768,2.2218328500360482,0.39,0.12,13.590157757877495,4,0.2205907088114877
measurement_noise,73,0.192502881615492,1.1909925163767379,1.0096183638695062,1.1684988244711598,1.3723500110819116,0.39,0.1,6.270131091308834,4,0.15906184374824447
measurement_noise,74,0.15985941566524145,1.133710596508772,0.8870674857244557,1.0534989492293991,1.728275208344023,0.29,0.1,10.426996759801545,4,0.16381699564434196
measurement_noise,75,0.15977456815573435,1.400002686997341,1.1103100037763103,1.5297100295534567,2.7348484729318256,0.38,0.09,16.135723933087853,3,0.13720674261530938
measurement_noise,76,0.19933992828176217,1.1008271862647547,0.9178756057514385,1.0324694372072833,1.4433201220625074,0.31,0.07,8.98030480345078,4,0.23988493087819635
measurement_noise,77,0.127219410632363,1.3318390481232532,1.0268236733996738,1.3253062742973347,1.7779262802320606,0.35,0.15,7.750944903238144,6,0.14359018183761268
measurement_noise,78,0.1785052874104372,1.2145971607584907,0.9564664959724382,1.1990952009569624,1.8192045367488758,0.35,0.12,11.028584936188514,3,0.1702977665745902
measurement_noise,79,0.21297329686783678,1.3689953785436784,1.083549211329426,1.4538589507773296,2.1999462990109624,0.38,0.17,11.945429441191786,3,0.05397287349775774
measurement_noise,80,0.20716234871223918,1.3693208913791466,1.0820400354692625,1.4181675208900173,1.9180366245678042,0.4,0.17,8.584140781576354,4,0.18553770066775085
measurement_noise,81,0.18078683796414535,1.3200505455864942,1.0425899888504089,1.3175596100017763,1.7575551290642186,0.41,0.14,8.835959958926859,5,0.031093807911948525
measurement_noise,82,0.17921368062542914,1.323756574701136,1.0910027958025934,1.3533239137751396,1.830123462944732,0.46,0.12,13.48371162996333,6,0.24435773668908473
measurement_noise,83,0.1562609452529771,1.184100054346546,0.9211681170788759,1.0981021167794656,1.5490662195135811,0.37,0.11,8.040380101851012,4,0.28744609467020693
measurement_noise,84,0.14464458622801865,1.35178584225326,1.0829465132758067,1.3985068792895272,2.0495126841787834,0.4,0.14,10.598918712884645,4,0.07786638626458055
measurement_noise,85,0.2141114445984645,1.3138399857188818,1.0256350898582083,1.3678968432402543,2.223893969584669,0.33,0.14,12.707174917265336,3,0.15789805929006603
measurement_noise,86,0.15631005920848676,1.1961990182427382,0.9321103154123178,1.1356648759714423,1.9082496988194897,0.34,0.09,13.754291415111933,5,0.15188495830258406
measurement_noise,87,0.16851103536690817,1.2288165802779907,0.9631956265993105,1.217812877157979,1.8506726336865325,0.37,0.12,9.947172880686749,4,0.24311698673790882
